content,sentiment
Saya sukaa sih,positif
tim ga seimbang dark sistem semua tolong ya montoon aduhh jadi gw mau ganti gem aj lah udh cape 😭,negatif
Kenapa sekarang jaringan nya mlah gak setabil......dulu setabil Lo 😡 Semakin kesini ssemakin sinyal gak setabil.....,negatif
Gaame tolol,negatif
Inni sangat bagus di mainkan saat waktu luang semangat teruss,positif
Apa Cok guabaru juga main kenapa malah stack doang woy ini kenaapa lah,negatif
Monton emang kos mantap 🎉,positif
Aku memang suka gen ini tetapi Download datanya itu tak tidak muat sisi aku mau bilang sama montoon agar menyulitkan Download ditanya tetapi semua datanya itu seperti lama,negatif
"Update baru tidak ramah device low end saatnya pensiun, terimakasih developer",negatif
Bagus banget aku dukung ML oke semoga aku dapat skin yang banyak Semoga GK susah musuh nya aminnn,positif
Bagus Banget Lohhhh Kalian Dowwload Gihhhh GC!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,positif
Serusih seru tapi pasngeleg nya,negatif
jos gamenya seru ❤️,positif
Sangat bagus tpi kadang sering lag tolong di perbaiki ❤️,positif
Mantap,positif
Cmn minuus spin2 an aj,positif
Keren bggt,positif
Burik,negatif
"Tidak menyenangkan karena satu tim pasti ada yg egois dan ga niat main entah dr sistem moonton nya pembagian pas mau rank ,setelah hapus ini game hidup gw lumayan enak ga stres ketemu satu tim yg bego",negatif
Sangat luar biasa,positif
sangat bagus sekali 🎉,positif
Kata yang biisa di dengar : INI BENCANAAA,positif
Game yang sangat seru,positif
ml emang terbaiik,positif
Game ladas cak kampang 🎉,positif
Ini game ga cocok untuk anak buat semua umur,negatif
montton ngasih tim yang ga seimbang ngasih drak sistem Mulu padahal 1 bintang lagi legend malah ketemu player yang cuman bisa mage,negatif
Mantap gamenya seru banget,positif
Game nya bagus saya hampir bunuh diri 😃,positif
Apa game gini kawan GX sesuai lemah lah musuh kuat kuat monton cerewet kasik menang udah menang kalah malahan banyak kalahnya dari pada menang tolonglah perbaiki dikit ml ni,negatif
saangat puuuas,positif
Keren 👍,positif
Mantapppppp,positif
keren,positif
Reset sisen gasih tim gak gotak lol tim di kasi epik abadi Mulu tim musuh di kasi mantan imo 💔,negatif
Permainan sangat suru dan opsional untuk di mainkan oleh orrang dewasa dan anak anak,positif
Perbaikin draf team dong dapet nya bocil muku-_-,negatif
Bikin stressss 😭,negatif
bagus buat kalo gabut tapi ada 3 bug 1.game nya macet terus gk bisa  gerak padahal jaringan bagus 2.suka ada teman satu team rebutan lane 3.game nya gampang ngelag padahal jaringan bagus tolong di perbaiki oleh pihak mobile legend,positif
Baguuuuuuusssssss,positif
Saya kasi bintang 2 duluh.aja 😤,negatif
Game  5v5 yang sangat asik dan keren.,positif
"Gabisa ganti akun, tulisannnya jaringan error mulu pdhl buat apk lain lancar",negatif
bolellah,positif
seru,positif
Perbaikin draf team dong dapet nya bocil muku-_- 💔,negatif
"Makin kesini makin aneh nih game, lvl 82 prnh glory masa ketemunya setim sama epic",negatif
bagus.enak di mainkan tapi kadang kadang ada dark sistemm tapi bagus sih,positif
tim nya drak sistem,negatif
👍👍👍👍 🎉,positif
Blaklist nikk name (bawik) dark sistem parah,negatif
Game nya seru 🎉,positif
tolong diperbaiki lagi devolder ya monton buat apa skin banyak banyak kalau lagi main pemilahan hiro tergangu 💔,negatif
Belajar biar heeppy,positif
Gud 🎉,positif
Kurang kurangin sistem hitamnya moonttod,positif
"Saya harap tidak mengecewakan pemain, geme asyik tapi ram besar kali 😃",positif
Baik sekali 🎉,positif
Macthmakinng masih no se imbang,positif
seru banget gamenya moba tapi analog 👍,positif
Seru game nya,positif
Geme tlol mending hapus aja niih geme dari play store geme dajjal,negatif
Kebanyakan dark system,negatif
Ok,positif
Games nya bikkin heppy,positif
Kerren,positif
Please monton kasi aku tim mitic aja sekali dapat tim tolol semua cok😭😭😭😭😭 😤,negatif
Game nya bagus aku sangat suka memainkan nya tetapi download data nya sedikit mengganggu,positif
Gamenya makin lama mmakin bagus,positif
sangat puuuas 👍,positif
"Game nya saat bagus tapi, padahal aku baru masuk tiba tiba ada tulisan ini, kamu tidak bisa memasukkan ke mobil legend karena ada masalah bernama @FISANN_KING? SIAPA ITU YA NAMA NYA?, kok bisa ada nama dari mobil legend?",negatif
Gaame terbaik sepanjang masa,positif
bnyak bug skill stucck,negatif
Game yangg merrarik,positif
tolong la tim Ama lawan kaga seimbang apa lagi di tier epik sungguh menyedihkan👎👎😞😞😞 😤,negatif
𝘎𝘦𝘮 𝘺𝘢𝘯𝘨 𝘴𝘢𝘯𝘨𝘢𝘵 𝘣𝘢𝘨𝘶𝘴 ❤️,positif
Game nya udah bagus tapi player nya yang toxic dan gak ada sopan santun semua kalo bisa yang kaya gitu di ban aja DONG MONTTON 👍,positif
gem banyak draksistemnya lol,negatif
Game nya seru 🔥,positif
Game bagus dan seruh,positif
Sangatemuaskan 🎉,positif
Bikin tim kok gak seimbang apalah kau  ini,negatif
seruu gamenya apa lagi di gift skin legend sama montoon aamiinn 😃,positif
Sudah puas,positif
"Mohon untuk dark sistem dihillangkan, berikan sistem matchmaking yang adil",positif
Klo jaringan nya masih belum bagus gue ganti ke game honor of king deh.......ya Allah sinyal nya gue tunggu nanti kalo ga  lancar lancar gue pindah game deh,negatif
𝐆𝐚𝐦𝐞 𝐢𝐧𝐢 𝐦𝐨𝐧𝐲𝐞𝐭 𝐛𝐚𝐧𝐠𝐞𝐭 𝐠𝐰 𝐝𝐢 𝐤𝐚𝐬𝐢𝐡 𝐭𝐢𝐦 𝐥𝐨𝐥𝐨𝐬 𝐦𝐮𝐥𝐮 𝐣𝐚𝐧𝐠𝐚𝐧 𝐝𝐨𝐧𝐥𝐨𝐚𝐚𝐝 𝐠𝐚𝐦𝐞 𝐢𝐧𝐢 𝐲𝐚 𝐣𝐚𝐧𝐠𝐚𝐧 𝐲𝐚 𝐝𝐞𝐤 𝐲𝐚,negatif
"Mantap , uhuyyyy🤘😜🤘",positif
Sangat cocok buat lagi tres biar tambah sstres,positif
ggame tolol,negatif
Gamenya seru dan bagus skinnya juga banyak yng gratis,positif
Bagus tapi banyak kurang di seimbangin role hero power sama player² lu yang g**lk di kurangin cape gw gendong terus setiap maen🐶 🎉,positif
Mantaap,positif
Permainaan tidak adil,negatif
Sumpah ngeselin bintang nya naik turun mulu kecewa sama game ini mending pindah ff atau gakk honor of skinsk musuh nya om om imortal semua lagi sedangkan tim gw gak push sama coklat semua,negatif
"Makin Hari makin gak jelas ini game tolol Dark sistem nya kebanyakan Team dikasih gak guna semua Team musuh dikasih Pro semua Game taik gak jelas, game erorr",negatif
game cacat kebanyakan anakk yatim dari pada orang normal dark sistem isinya kntl cape gw losetreak perbaiki pembagian timnya asw,negatif
lu ga capek moonton nge ls in gua gua capek keknya gua gamain game lu dulu biking frustasi sama depresi gua dah rela buang waktu tapi ls dapet tim pada gajelas semua capek gua maaen game lu capek banget malahan,negatif
Iya 😃,positif
"Update katanya login makin cepet ya... Iya sih, tapi draft pick makin rusak.. Ancur.. Padahal draft pick jauh lebih penting daripada loading.. Biaarin lah loading mau 1 menit kek asal draft pick lancar.. Banyak kejadian player baru spawn di menit 3.. Gatau kenapa detik 15 lag parah dahtu yang laen udah welcome gw bru loading.. Ya ga di semua perangkat sih.. Mungkin ram 4 kebawah, tapi sebelum update hp gw lancar aja main ml.. Percuma loading makin cepet gameplay ancur.. Mending main AOV sama HOK.",negatif
Apa ya monton tolong sekarang lag 👍,positif
"Ml sakit,selalu dpat drack sistem,game ini buat tenang,malah buat makin stress,game gc adaa akal",negatif
BBagus,positif
SSistem match matching terlalu ampas,negatif
👍 🎉,positif
GOBLOK RA NIAT GAWE GAME,negatif
game bagus,positif
Tim Nya Dark sistem bikin orang DDepresi,negatif
Good game,positif
Mantab,positif
Game yang seru banget 👍,positif
Seru 👍,positif
Mantap,positif
Bagusss lanjuttkan terusss,positif
Lumayan hibur diri 😃,positif
ngga kek game sebellah jdi kasih 4,positif
Kasih team dark sistem mulu,negatif
Sangat bgusss,positif
"Banyakin dark sistem nya lagi, biar puas hidup lu anj, game apa isinya dark sistem semua, mending pindah ke HOK lbih bagus, game gk jelas, yakali di kasi musuh yg rank lebih tinggi, klo mau game lu bagus di perbaiki dark sistem dulu, game tolol 👎",negatif
Untuk hiburan no 1,positif
Menghibur ❤️,positif
ml emang terbaik,positif
gaa nyesal sihh download game ini seruu bgtt☺️,positif
Oke 👍,positif
"Sejauh ini, ml bb sangat baik menurut saya 👍",positif
seru terkadang pemilihan tim yang tidak seimbang 😭,negatif
Ini game moba teerbaik di dunia,positif
Lag anj 😤,negatif
best,positif
Sangat baik 👍,positif
Seru game  nya,positif
Yakali roam rafaila MVP game aneh cpk gua gendong,negatif
Sangat menguji kesabaran,positif
Niice,positif
Drak sistem tolong di hilangin 🎉,positif
Keren sih,positif
Oke banyak draft sistemnya,positif
Makin update makin gk bagus min knp fps ku mentok 40fps padahall udh setting 120 ffps malah mentok game rusakkkk,negatif
Keren 🔥,positif
top ❤️,positif
Sangat bagus,positif
Seru bngttt game nya ❤️,positif
"bagus sih akhir² ini suka bagi² skin sama banyak event, gua harap bisa trus begini ml wk 🎉",positif
Keren tapi kalo di epic ketemu tik tolol 🔥,positif
"Apalah macthmaking gak jelas, penilaian yang coklat silver kuning itu juga gak nyambung giliran tim yang paham main dan paham kondisi malah coklat giliran yang main gak bener kill hasil nyampah doang dijadiin mvp,ngotak dong. Percuma bagi bagi skin gratis bejibun kalo masih begini macthmackingnya. Tolonglah diperbaiki macthmaking nya, di perketat lagi soal penilaiannya, tolonglah moonton kalau saya kalah juga itu wajar tapi ya gak win 1 lose 5 juga diperbaiki lah 😮‍💨😮‍💨 😭",negatif
Cape main game ini gk pernah di kasih tim yg seimbang selalu musuh yg kuat dan di tim gua yg lemah dan di tim gua juga banyak draksisytem baru awal reset season langsung gua phus sampe legend di kasih turun lagi sampe epik 3 gua GK suka sama game yg ngak adil jadi gua hapus aja karena gua GK terima klo gua di gituin terus SORRY UNTUK MOONTON KALO GUA DAH KAYAK GINI AMA LO.,negatif
Good 👍,positif
"Game Ini lumayan bagus lah,tapi kenapa season kali ini renk saya turun,yang dulunya epic sekarang jadi grenmaster,tolong ya ini saya jadi susah untuk memainkannya.",negatif
game monyed,negatif
Thank monton ngasih gww tim Dark system,negatif
Lebih seru 👍,positif
Game yang sangat bagus,positif
Thebest🥰,positif
Sangat menarik di setiap evennya,positif
Seru keren,positif
"hp kentang udah kaga bisa mainn ,,, jadi solusiya nga usah download ,,, , game ini,, ,game pilih kasih,,",negatif
Ini sangaat bagus di mainkan saat waktu luang semangat teruss,positif
game ramah😊😊😉 🎉,positif
"Personal bat tim dark sistem, ketemu lawwan sekelas lutpi",positif
MMantap,positif
Montonnn ini kenapa masih ada player miyanmarrrrr padahal udah di pisah server yaaaaaaaaaaaaaaaaaaaa,negatif
Gua gak bisa sikasik tim tolol muluk lostrek 18 kalai cok gak menang menang,negatif
banyak dark sistem ngeleg,negatif
"Moonton tolong urusin player yg GB rank, pake vpn dan cheat merugikan para player agak mereka tidak bisa main pake vpn dgn server luar, karna banyak player yg di tipu para sindikat tersebut 😭",negatif
baguss👍👍,positif
Menarik buat ngisi waktu luang 🎉,positif
Bagus banget saya suka trima kasih Moonton 🔥,positif
Kasih gua winstrek . Ntar ku kasih bintang 5,positif
Bgs Mantap 🔥,positif
SSudah cukup puas,positif
Good 🎉,positif
sejauh ini bagus sih 🔥,positif
game ok ❤️,positif
Sinyaal ancur,negatif
"event semakin bagus dan keren setelah di update,namun ada beberapa gangguan seperti lag saat login,padahal sinyal aman saja.",negatif
Game seru aku kalah terus 😃,positif
"sinyal ngebug lol, minimal kl update, bug sinyalnya diperbaiki lah",negatif
Bacooooddd 🔥,positif
Kadang gajelas  ketemu tim ga seimbang,negatif
Saya sangat senang main game ini saya sudah lost streak 3 dan saya mpv 3 kali itu sangat seru tolong beri susah lagi agar mmakin terhibur,positif
Seruuuuuuuuuuuuuuuuuuuuu tolong mb nya jangan terlalu besar game nya Bagus 😃,positif
Game  bikin pusing,positif
"moonton,gmnh inii masa setiap ganti akun download data ulang?, padahal ga make script/konfik??",negatif
mantap 😃,positif
game nya bagus btw kasi aku win streak moonton 😃,positif
Baguus,positif
Gamenya Bagus,positif
Bagus,positif
Teriima kasih atas hadiah nya MLBB dan untuk semuanya udah bagus dan terimakasih sekali lagi untuk hadianya 😁😁😁dan satu lagi gem yang mene mani masa kecil ku tapi beri musuh yang setara dengan player yang pro lawan yang pro yang noob / derak sistem Terima kasih,positif
Mantap,positif
KALIAN ITU JANGAN PERNAH MAIN MOBILE LEGEND MENGAHBISKAN WAKTU DOANG JANGAN TERPENGARUH OLEH GAME KARENA GAME INI TOKSIK MEMBUAT DOSA BERHENTI MAIN KIAMAT SUDAH DEKAT,negatif
Mantap 👍,positif
MMatch making sampah Nemu aja afk setiap solo kalau gak afk ya selalu buta saat war berlangsung,negatif
Skin bagus,positif
Boleeh,positif
Game bikin pusing 👍,positif
Game nya jelek banyak drak sistem aku gak suka gamenya 😭,negatif
Game Ini Keren Banget Deh pokoknya 🔥,positif
Terlalu mantap gaame nya,positif
"Pindah hok guys, reset season matchmakinng tolol di kasih win lose win lose",negatif
Bagusssss Gk bikin bosan 🔥,positif
Gua kasik bintang satu soalnya game nya jelek setiap main dapet tim dark sistem terus aku mau top global Lin Aldous malah di kasih kalah terus maakanya gua kasih bintang satu,negatif
Game g jlls,negatif
"Moonton ini jaringan nya di fix lah jaringan ijo masa ngelag, Moonton jangan Hero doang dong yang di perbanyak jaringan in game nya juga harus di perbaiki 💔",negatif
plis montoon ini game terbaik tapi pas aku login kehack plis sitem keamanannya dijaga ❤️,positif
Mantapp 🔥,positif
Gem apaan ngelek padahal jaringan bagus tapi tetap ngelek kada dapat tim drak system' semua tolong perbaiki sedikit lagi?? Mohon ya,negatif
"kami sayang moonton, moonton sayang kami ❤️",positif
Masa sinyal penuh kadang keluar truzz Lg di rom aj ky gtuu sukaa kmbali2 lgi tolong donk di bneriin,positif
Saya banyak dpt teman trimakasih mooton btw cepat rilis skin angela tuu ❤️,positif
Baccooooddd,positif
"Baguss sekali game  ini, untuk melatih mental😆😆",positif
Geme yg berusaha sangat populer dan selalu di mainkan beberapa orang,positif
Ajib montoon rekrut saya jjdi timnas saya jago sing sing sing,positif
game cocok untuk saya,positif
Sudah bagus semoga moontonn makin maju🤩👍,positif
Game sangat sseru,positif
game apaan cok tolong dong hilangin frezee nyah sumpah ram gde penyimpanan gede kok tiba tiba stuck mana lagi rank jadi ktinggaln koin lvl harus kluar dlu ngerugiin banget plis repon moonton 😭,negatif
Jangn dowanload ke banyakan drak siistem,positif
Drk sistemm mulu,negatif
Good game 😃,positif
Okeh,positif
Dasar game sampah kalah terus main ml lostrek 9 kali di ranked asu,negatif
game paling sampah ajg hari hari Ls terus sumpah season 33 am 34 Musuh nya pada gk ngotak padahal di season 32 Gw seringg ketemu bot tapi sekarang gk pernah ketemu lgi ajg,negatif
goood,positif
Game terbaik,positif
Terlaluu banyak drak sistem Jadi malas untuk bermain,negatif
game nya menyenangkaan,positif
cukup banyak bintang 1 aja,negatif
"woi ppek , hp ko dk sanggup tron ken device e",negatif
Game nya banyak orang dongo ga bisa main,negatif
bagus semoga lebih berkembang 🔥,positif
Sangat bagus  game ini,positif
permainan yang bagus,positif
Sangatlah menyenangkan 👍,positif
asik 🔥,positif
BAGUS DARI GRAFIK SAMA GAME PLAY 💥💥💥,positif
so ffar so good,positif
Mohon maaf nih min Saran ya untuk mobile lagend untuk memperbaiki sinyal nya dulu min soalnya sering ngebug jaringan bagus tapi di MOBILE LAGEND NYA NGE LAG Gak jarang banyak player yang ngeluh karena bug ini menurut ku perbaiki sinyal nya dulu min biar stabil daripada mengutamakan skin. Itu aja saran untuk Mobile lagend semoga di dengar untuk miminnya 🗿 💔,negatif
Babik 😡,negatif
Terima kasih montonn 🎉,positif
"Ini game ssumpah kek bangsad banget, gak adil banget lagi, masa tim musuh bagus bagus tapi kalo tim sendiri jelek jelek semua, dan juga terkadang main menang satu kali entar kalah , kalo gitu sama aja gk, jadi emosi di bikin nya, jadi tolong monton yang bangsad tolong di perbaiki dan juga di pertimbangkan 😒",negatif
bagusss,positif
KKeren,positif
Manttapp,positif
yang penting sering sering ngasi event yg hadiahnya bikin seneng ❤️,positif
Tolkon,positif
Ketemunya mantan imortal 💔,negatif
"Sekalian aja lostreak 100 apa seribu, kasih dark sistem yang main babi.",negatif
Gem ini sangat tolol sekali,negatif
